governador;nome;partido;votos;total_votos_estado;percentual_estado;situacao;observacao
Elmano de Freitas;Elmano de Freitas da Costa;PT;2808300;5198421;54.02;GOVERNADOR ELEITO;Eleito em primeiro turno na eleição de 2022.
